Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.9010	2.7.2018	8.33.25 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.708385	  0.015145	 30.290054	  0.013537	  0.580159	  7.853540	 73.202550	 15.707080	  4.346693	7333.767180			
   												
Vmeas       	Imeas       											
  0.722700	 -0.003721											
  0.708750	  0.000056											
  0.694800	  0.003274											
  0.680850	  0.005898											
  0.666900	  0.008007											
  0.653000	  0.009645											
  0.639050	  0.010915											
  0.625100	  0.011859											
  0.611150	  0.012570											
  0.597200	  0.013096											
  0.583250	  0.013487											
  0.569300	  0.013778											
  0.555350	  0.013998											
  0.541450	  0.014178											
  0.527500	  0.014313											
  0.513550	  0.014429											
  0.499600	  0.014518											
  0.485650	  0.014599											
  0.471700	  0.014662											
  0.457750	  0.014718											
  0.443800	  0.014756											
  0.429850	  0.014800											
  0.415950	  0.014841											
  0.402000	  0.014879											
  0.388050	  0.014920											
  0.374100	  0.014945											
  0.360150	  0.014973											
  0.346200	  0.014982											
  0.332250	  0.014998											
  0.318300	  0.015021											
  0.304400	  0.015041											
  0.290450	  0.015054											
  0.276500	  0.015054											
  0.262550	  0.015058											
  0.248600	  0.015072											
  0.234650	  0.015091											
  0.220700	  0.015100											
  0.206750	  0.015113											
  0.192850	  0.015114											
  0.178900	  0.015102											
  0.164950	  0.015113											
  0.151000	  0.015129											
  0.137050	  0.015138											
  0.123100	  0.015148											
  0.109150	  0.015145											
  0.095200	  0.015135											
  0.081250	  0.015134											
  0.067350	  0.015139											
  0.053400	  0.015136											
  0.039450	  0.015135											
  0.025500	  0.015136											
  0.011550	  0.015136											
 -0.002400	  0.015144											
 -0.016350	  0.015149											
 -0.030300	  0.015151											
 -0.044200	  0.015154											
 -0.058150	  0.015148											
 -0.072100	  0.015153											
 -0.086050	  0.015156											
 -0.100000	  0.015160											
