Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.8990	2.7.2018	8.29.17 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.699204	  0.015038	 30.076685	  0.013266	  0.566881	  7.520411	 71.521632	 15.040822	  4.551918	2554.321825			
   												
Vmeas       	Imeas       											
  0.713350	 -0.003514											
  0.699550	  0.000059											
  0.685750	  0.003092											
  0.671950	  0.005580											
  0.658200	  0.007583											
  0.644400	  0.009196											
  0.630600	  0.010435											
  0.616850	  0.011391											
  0.603050	  0.012108											
  0.589250	  0.012654											
  0.575500	  0.013069											
  0.561700	  0.013392											
  0.547900	  0.013655											
  0.534100	  0.013862											
  0.520350	  0.014031											
  0.506550	  0.014168											
  0.492750	  0.014288											
  0.479000	  0.014389											
  0.465200	  0.014470											
  0.451400	  0.014554											
  0.437650	  0.014617											
  0.423850	  0.014666											
  0.410050	  0.014694											
  0.396250	  0.014723											
  0.382500	  0.014755											
  0.368700	  0.014796											
  0.354900	  0.014824											
  0.341150	  0.014838											
  0.327350	  0.014850											
  0.313550	  0.014865											
  0.299750	  0.014873											
  0.286000	  0.014921											
  0.272200	  0.014958											
  0.258400	  0.014958											
  0.244650	  0.014954											
  0.230850	  0.014948											
  0.217050	  0.014952											
  0.203300	  0.014952											
  0.189500	  0.014963											
  0.175700	  0.014964											
  0.161900	  0.014965											
  0.148150	  0.014981											
  0.134350	  0.014981											
  0.120550	  0.014994											
  0.106800	  0.015003											
  0.093000	  0.014998											
  0.079200	  0.015008											
  0.065400	  0.015003											
  0.051650	  0.015009											
  0.037850	  0.015032											
  0.024050	  0.015048											
  0.010300	  0.015053											
 -0.003500	  0.015048											
 -0.017300	  0.015054											
 -0.031050	  0.015070											
 -0.044850	  0.015070											
 -0.058650	  0.015062											
 -0.072450	  0.015055											
 -0.086200	  0.015058											
 -0.100000	  0.015045											
