Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.8500	2.7.2018	8.37.13 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.705720	  0.015555	 31.110072	  0.013806	  0.573144	  7.912708	 72.081150	 15.825415	  4.396684	2267.490662			
   												
Vmeas       	Imeas       											
  0.719950	 -0.003655											
  0.706050	  0.000063											
  0.692150	  0.003229											
  0.678250	  0.005824											
  0.664350	  0.007903											
  0.650450	  0.009565											
  0.636550	  0.010879											
  0.622650	  0.011877											
  0.608750	  0.012615											
  0.594850	  0.013194											
  0.580950	  0.013621											
  0.567050	  0.013965											
  0.553150	  0.014225											
  0.539300	  0.014417											
  0.525400	  0.014584											
  0.511500	  0.014746											
  0.497600	  0.014860											
  0.483700	  0.014960											
  0.469800	  0.015033											
  0.455900	  0.015092											
  0.442000	  0.015155											
  0.428100	  0.015215											
  0.414200	  0.015254											
  0.400300	  0.015266											
  0.386400	  0.015288											
  0.372500	  0.015308											
  0.358600	  0.015326											
  0.344700	  0.015344											
  0.330800	  0.015355											
  0.316900	  0.015372											
  0.303000	  0.015386											
  0.289100	  0.015392											
  0.275250	  0.015406											
  0.261350	  0.015407											
  0.247450	  0.015419											
  0.233550	  0.015429											
  0.219650	  0.015444											
  0.205750	  0.015441											
  0.191850	  0.015442											
  0.177950	  0.015455											
  0.164050	  0.015471											
  0.150150	  0.015481											
  0.136250	  0.015479											
  0.122350	  0.015480											
  0.108450	  0.015524											
  0.094550	  0.015559											
  0.080650	  0.015567											
  0.066750	  0.015565											
  0.052850	  0.015563											
  0.038950	  0.015560											
  0.025100	  0.015551											
  0.011200	  0.015558											
 -0.002700	  0.015572											
 -0.016600	  0.015561											
 -0.030500	  0.015549											
 -0.044400	  0.015555											
 -0.058300	  0.015571											
 -0.072200	  0.015574											
 -0.086100	  0.015572											
 -0.100000	  0.015581											
