Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.8000	2.7.2018	7.42.22 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.723527	  0.014775	 29.549355	  0.013335	  0.587336	  7.831962	 73.265234	 15.663924	  4.903371	7031.182383			
   												
Vmeas       	Imeas       											
  0.738250	 -0.003332											
  0.724050	  0.000000											
  0.709850	  0.002904											
  0.695650	  0.005349											
  0.681450	  0.007376											
  0.667250	  0.009011											
  0.653000	  0.010309											
  0.638800	  0.011365											
  0.624600	  0.012133											
  0.610400	  0.012706											
  0.596200	  0.013140											
  0.582000	  0.013462											
  0.567750	  0.013711											
  0.553550	  0.013901											
  0.539350	  0.014048											
  0.525150	  0.014159											
  0.510950	  0.014244											
  0.496750	  0.014318											
  0.482550	  0.014381											
  0.468300	  0.014440											
  0.454100	  0.014503											
  0.439900	  0.014558											
  0.425700	  0.014601											
  0.411500	  0.014613											
  0.397300	  0.014631											
  0.383050	  0.014649											
  0.368850	  0.014654											
  0.354650	  0.014668											
  0.340450	  0.014680											
  0.326250	  0.014693											
  0.312050	  0.014692											
  0.297800	  0.014688											
  0.283600	  0.014703											
  0.269400	  0.014712											
  0.255200	  0.014719											
  0.241000	  0.014728											
  0.226800	  0.014742											
  0.212600	  0.014745											
  0.198350	  0.014740											
  0.184150	  0.014731											
  0.169950	  0.014762											
  0.155750	  0.014752											
  0.141550	  0.014747											
  0.127350	  0.014758											
  0.113100	  0.014770											
  0.098900	  0.014774											
  0.084700	  0.014762											
  0.070500	  0.014766											
  0.056300	  0.014769											
  0.042100	  0.014779											
  0.027850	  0.014783											
  0.013650	  0.014773											
 -0.000550	  0.014759											
 -0.014750	  0.014757											
 -0.028950	  0.014763											
 -0.043150	  0.014780											
 -0.057400	  0.014790											
 -0.071600	  0.014790											
 -0.085800	  0.014785											
 -0.100000	  0.014795											
