Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.9010	2.7.2018	8.12.11 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.699748	  0.016175	 32.349423	  0.014385	  0.544228	  7.828623	 69.168358	 15.657246	  4.890372	4778.425353			
   												
Vmeas       	Imeas       											
  0.714750	 -0.003114											
  0.700950	 -0.000050											
  0.687150	  0.002625											
  0.673350	  0.004897											
  0.659500	  0.006847											
  0.645700	  0.008464											
  0.631900	  0.009838											
  0.618100	  0.010985											
  0.604300	  0.011918											
  0.590450	  0.012694											
  0.576650	  0.013329											
  0.562850	  0.013841											
  0.549050	  0.014261											
  0.535250	  0.014599											
  0.521450	  0.014902											
  0.507600	  0.015137											
  0.493800	  0.015327											
  0.480000	  0.015490											
  0.466200	  0.015611											
  0.452400	  0.015721											
  0.438550	  0.015811											
  0.424750	  0.015881											
  0.410950	  0.015918											
  0.397150	  0.015954											
  0.383350	  0.015988											
  0.369500	  0.016015											
  0.355700	  0.016047											
  0.341900	  0.016063											
  0.328100	  0.016062											
  0.314300	  0.016075											
  0.300450	  0.016089											
  0.286650	  0.016092											
  0.272850	  0.016107											
  0.259050	  0.016107											
  0.245250	  0.016106											
  0.231450	  0.016124											
  0.217600	  0.016137											
  0.203800	  0.016146											
  0.190000	  0.016143											
  0.176200	  0.016138											
  0.162400	  0.016137											
  0.148550	  0.016138											
  0.134750	  0.016150											
  0.120950	  0.016152											
  0.107150	  0.016145											
  0.093350	  0.016159											
  0.079500	  0.016159											
  0.065700	  0.016157											
  0.051900	  0.016156											
  0.038100	  0.016155											
  0.024300	  0.016159											
  0.010500	  0.016167											
 -0.003350	  0.016182											
 -0.017150	  0.016185											
 -0.030950	  0.016187											
 -0.044750	  0.016179											
 -0.058550	  0.016169											
 -0.072400	  0.016175											
 -0.086200	  0.016211											
 -0.100000	  0.016220											
