Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.8000	2.7.2018	8.02.40 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.710115	  0.016509	 33.017106	  0.014721	  0.566902	  8.345574	 71.189893	 16.691149	  4.527107	4184.425699			
   												
Vmeas       	Imeas       											
  0.724650	 -0.003564											
  0.710650	  0.000002											
  0.696700	  0.003087											
  0.682700	  0.005677											
  0.668750	  0.007821											
  0.654750	  0.009571											
  0.640800	  0.010987											
  0.626800	  0.012103											
  0.612850	  0.012981											
  0.598850	  0.013666											
  0.584900	  0.014196											
  0.570900	  0.014626											
  0.556900	  0.014973											
  0.542950	  0.015240											
  0.528950	  0.015459											
  0.515000	  0.015635											
  0.501000	  0.015795											
  0.487050	  0.015907											
  0.473050	  0.016021											
  0.459100	  0.016096											
  0.445100	  0.016157											
  0.431150	  0.016212											
  0.417150	  0.016262											
  0.403200	  0.016287											
  0.389200	  0.016317											
  0.375200	  0.016342											
  0.361250	  0.016360											
  0.347250	  0.016374											
  0.333300	  0.016368											
  0.319300	  0.016376											
  0.305350	  0.016392											
  0.291350	  0.016411											
  0.277400	  0.016419											
  0.263400	  0.016420											
  0.249450	  0.016412											
  0.235450	  0.016415											
  0.221450	  0.016425											
  0.207500	  0.016459											
  0.193500	  0.016476											
  0.179550	  0.016478											
  0.165550	  0.016474											
  0.151600	  0.016477											
  0.137600	  0.016476											
  0.123650	  0.016487											
  0.109650	  0.016472											
  0.095700	  0.016477											
  0.081700	  0.016475											
  0.067750	  0.016469											
  0.053750	  0.016460											
  0.039750	  0.016499											
  0.025800	  0.016504											
  0.011800	  0.016518											
 -0.002150	  0.016511											
 -0.016150	  0.016516											
 -0.030100	  0.016536											
 -0.044100	  0.016531											
 -0.058050	  0.016525											
 -0.072050	  0.016528											
 -0.086000	  0.016524											
 -0.100000	  0.016530											
