Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.9010	2.7.2018	7.59.45 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.691336	  0.015606	 31.211760	  0.013957	  0.552794	  7.715225	 71.510727	 15.430450	  4.522732	2586.209802			
   												
Vmeas       	Imeas       											
  0.705400	 -0.003505											
  0.691750	  0.000038											
  0.678100	  0.003063											
  0.664450	  0.005543											
  0.650800	  0.007575											
  0.637150	  0.009216											
  0.623500	  0.010545											
  0.609850	  0.011572											
  0.596200	  0.012382											
  0.582550	  0.013011											
  0.568900	  0.013511											
  0.555250	  0.013910											
  0.541600	  0.014222											
  0.527950	  0.014472											
  0.514300	  0.014663											
  0.500650	  0.014839											
  0.487000	  0.014964											
  0.473350	  0.015063											
  0.459700	  0.015161											
  0.446050	  0.015232											
  0.432400	  0.015284											
  0.418750	  0.015316											
  0.405100	  0.015351											
  0.391450	  0.015374											
  0.377800	  0.015390											
  0.364150	  0.015403											
  0.350500	  0.015424											
  0.336850	  0.015444											
  0.323200	  0.015467											
  0.309550	  0.015480											
  0.295900	  0.015484											
  0.282250	  0.015492											
  0.268600	  0.015503											
  0.254950	  0.015516											
  0.241300	  0.015517											
  0.227600	  0.015530											
  0.213950	  0.015536											
  0.200300	  0.015516											
  0.186650	  0.015509											
  0.173000	  0.015535											
  0.159350	  0.015556											
  0.145700	  0.015569											
  0.132050	  0.015568											
  0.118400	  0.015564											
  0.104750	  0.015570											
  0.091100	  0.015558											
  0.077450	  0.015551											
  0.063800	  0.015554											
  0.050150	  0.015595											
  0.036500	  0.015624											
  0.022850	  0.015630											
  0.009200	  0.015616											
 -0.004450	  0.015621											
 -0.018100	  0.015621											
 -0.031750	  0.015596											
 -0.045400	  0.015603											
 -0.059050	  0.015621											
 -0.072700	  0.015642											
 -0.086350	  0.015637											
 -0.100000	  0.015632											
