Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.9010	2.7.2018	8.39.50 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.696566	  0.015383	 30.765900	  0.013616	  0.562975	  7.665214	 71.535673	 15.330429	  4.531485	11106.459496			
   												
Vmeas       	Imeas       											
  0.710500	 -0.003434											
  0.696750	  0.000082											
  0.683050	  0.003108											
  0.669300	  0.005633											
  0.655550	  0.007687											
  0.641800	  0.009326											
  0.628100	  0.010623											
  0.614350	  0.011598											
  0.600600	  0.012356											
  0.586850	  0.012920											
  0.573150	  0.013370											
  0.559400	  0.013710											
  0.545650	  0.013981											
  0.531900	  0.014206											
  0.518200	  0.014379											
  0.504450	  0.014504											
  0.490700	  0.014621											
  0.476950	  0.014721											
  0.463250	  0.014810											
  0.449500	  0.014880											
  0.435750	  0.014926											
  0.422000	  0.014978											
  0.408300	  0.015029											
  0.394550	  0.015055											
  0.380800	  0.015091											
  0.367050	  0.015122											
  0.353350	  0.015143											
  0.339600	  0.015173											
  0.325850	  0.015198											
  0.312100	  0.015208											
  0.298400	  0.015214											
  0.284650	  0.015227											
  0.270900	  0.015235											
  0.257150	  0.015287											
  0.243450	  0.015316											
  0.229700	  0.015336											
  0.215950	  0.015354											
  0.202200	  0.015353											
  0.188500	  0.015355											
  0.174750	  0.015360											
  0.161000	  0.015363											
  0.147250	  0.015373											
  0.133550	  0.015372											
  0.119800	  0.015389											
  0.106050	  0.015388											
  0.092300	  0.015386											
  0.078600	  0.015394											
  0.064850	  0.015384											
  0.051100	  0.015381											
  0.037350	  0.015377											
  0.023650	  0.015367											
  0.009900	  0.015374											
 -0.003850	  0.015379											
 -0.017600	  0.015385											
 -0.031300	  0.015381											
 -0.045050	  0.015378											
 -0.058800	  0.015373											
 -0.072550	  0.015391											
 -0.086250	  0.015397											
 -0.100000	  0.015402											
