Sample Area  	Current Limit  	Bias Dir.        	Num Swp Pts	GPIB Addr      	Irrad. (suns)   	Max Rev. Bias	Ref. Temp      	Cell T (start)    	Cell T (end)   	Exposure (sec)	Date	Time
      0.5000	   1000.0000	      0.0000	     60.0000	     24.0000	      1.0000	      0.1000	     22.3460	     12.3734	     12.3734	      6.8500	2.7.2018	8.26.54 PM
   												
Voc (V)       	Isc (A)       	Jsc (mA/cm2)	Imax (A)      	Vmax (V)      	Pmax (mW)  	Fill Factor (%)	Efficiency (%)	R at Voc       	R at Isc       			
  0.703682	  0.015449	 30.898248	  0.013626	  0.567513	  7.733187	 71.134137	 15.466374	  4.595309	3265.317291			
   												
Vmeas       	Imeas       											
  0.717700	 -0.003406											
  0.703850	  0.000072											
  0.690000	  0.003116											
  0.676150	  0.005605											
  0.662250	  0.007631											
  0.648400	  0.009246											
  0.634550	  0.010537											
  0.620700	  0.011537											
  0.606850	  0.012308											
  0.592950	  0.012895											
  0.579100	  0.013333											
  0.565250	  0.013698											
  0.551400	  0.013976											
  0.537550	  0.014192											
  0.523700	  0.014390											
  0.509800	  0.014535											
  0.495950	  0.014662											
  0.482100	  0.014769											
  0.468250	  0.014860											
  0.454400	  0.014942											
  0.440500	  0.014995											
  0.426650	  0.015027											
  0.412800	  0.015088											
  0.398950	  0.015127											
  0.385100	  0.015172											
  0.371200	  0.015219											
  0.357350	  0.015250											
  0.343500	  0.015268											
  0.329650	  0.015294											
  0.315800	  0.015312											
  0.301950	  0.015330											
  0.288050	  0.015338											
  0.274200	  0.015334											
  0.260350	  0.015338											
  0.246500	  0.015342											
  0.232650	  0.015355											
  0.218750	  0.015362											
  0.204900	  0.015364											
  0.191050	  0.015374											
  0.177200	  0.015366											
  0.163350	  0.015376											
  0.149450	  0.015406											
  0.135600	  0.015420											
  0.121750	  0.015417											
  0.107900	  0.015428											
  0.094050	  0.015439											
  0.080150	  0.015443											
  0.066300	  0.015441											
  0.052450	  0.015454											
  0.038600	  0.015474											
  0.024750	  0.015458											
  0.010900	  0.015453											
 -0.003000	  0.015447											
 -0.016850	  0.015455											
 -0.030700	  0.015466											
 -0.044550	  0.015453											
 -0.058400	  0.015455											
 -0.072300	  0.015457											
 -0.086150	  0.015456											
 -0.100000	  0.015459											
